word,level,pos,thai,definition
radiation,B2,noun,รังสี,"The shooting forth of anything from a point or surface, like diverging rays of light."
radical,C1,adjective,หัวรุนแรง,(historical: 19th-century Britain) A member of the most progressive wing of the Liberal Party; someone favouring social reform (but generally stopping short of socialism).
rage,C1,noun,ความโกรธ,Violent uncontrolled anger.
raid,C1,noun/verb,การบุกโจมตี,A quick hostile or predatory incursion or invasion in a battle.
rail,B2,noun,รถไฟ,A horizontal bar extending between supports and used for support or as a barrier; a railing.
rally,C1,noun/verb,การชุมนุม,A public gathering or mass meeting that is not mainly a protest and is organized to inspire enthusiasm for a cause.
random,B2,adjective,สุ่ม,A roving motion; course without definite direction; lack of rule or method; chance.
ranking,C1,noun,การจัดอันดับ,"To place abreast, or in a line."
rape,C1,noun/verb,ข่มขืน,"the crime of forcing somebody to have sex when they are unwilling, using threats or violence"
rat,B2,noun,หนู,A medium-sized rodent belonging to the genus Rattus.
rating,B2,noun,การให้คะแนน,To assign or be assigned a particular rank or level.
ratio,C1,noun,อัตราส่วน,A number representing a comparison between two named things.
rational,C1,adjective,มีเหตุผล,A rational number: a number that can be expressed as the quotient of two integers.
ray,C1,noun,เรย์,A beam of light or radiation.
readily,C1,adverb,ง่ายดาย,Without unwillingness or hesitation; showing readiness.
realization,C1,noun,การตระหนักรู้,The act of realizing.
realm,C1,noun,อาณาจักร,"An abstract sphere of influence, real or imagined."
rear,C1,adjective/noun,หลัง,"To bring up to maturity, as offspring; to educate; to instruct; to foster."
reasonably,B2,adverb,สมเหตุสมผล,In accordance with reason.
reasoning,C1,noun,การให้เหตุผล,To deduce or come to a conclusion by being rational
reassure,C1,verb,ให้ความมั่นใจ,To assure anew; to restore confidence to; to free from fear or self-doubt.
rebel,C1,noun,กบฏ,"A person who resists an established authority, often violently"
rebellion,C1,noun,กบฏ,Armed resistance to an established government or ruler.
rebuild,B2,verb,สร้างใหม่,A process or result of rebuilding.
receiver,B2,noun,ผู้รับ,"A person who or thing that receives or is intended to receive something. More formal, usually referring to one who receives such things as an award or medal."
recession,B2,noun,ภาวะเศรษฐกิจถดถอย,The act or an instance of receding or withdrawing.
recipient,C1,noun,ผู้รับ,One who receives.
reckon,B2,verb,คาดการณ์,"To count; to enumerate; to number; also, to compute; to calculate."
recognition,B2,noun,การยอมรับ,The act of recognizing or the condition of being recognized (matching a current observation with a memory of a prior observation of the same entity)
reconstruction,C1,noun,การบูรณะ,A thing that has been reconstructed or restored to an earlier state.
recount1,C1,verb,"เล่าเรื่อง, บอกเล่า","to tell somebody about something, especially something that you have seen or experienced"
recovery,B2,noun,การกู้คืน,The act or process of regaining or repossession of something lost.
recruit,B2,verb/noun,สรรหาคน,A supply of anything wasted or exhausted; a reinforcement.
recruitment,B2,noun,การสรรหาบุคลากร,"The process or art of finding candidates for a post in an organization, or recruits for the armed forces."
referee,B2,noun,กรรมการ,An umpire or judge; an official who makes sure the rules are followed during a game.
referendum,C1,noun,ประชามติ,A direct popular vote on a proposed law or constitutional amendment. The adposition on is usually used before the related subject of the vote.
reflection,C1,noun,การสะท้อน,The act of reflecting or the state of being reflected.
reform,C1,noun/verb,ปฏิรูป,"The change of something that is defective, broken, inefficient or otherwise negative, in order to correct or improve it"
refuge,C1,noun,ที่พักพิง,"A state of safety, protection or shelter."
refugee,B2,noun,ผู้ลี้ภัย,"A person seeking refuge in a foreign country out of fear of political persecution or the prospect of such persecution in their home country, i.e., a person seeking political asylum."
refusal,C1,noun,การปฏิเสธ,The act of refusing.
regain,C1,verb,ฟื้นคืน,To get back; to recover possession of.
regardless,C1,adverb,โดยไม่คำนึงถึง,Having no regard; heedless; careless.
regime,C1,noun,ระบอบการปกครอง,Mode of rule or management.
registration,B2,noun,การลงทะเบียน,The act of signing up or registering for something.
regulate,B2,verb,ควบคุม,To dictate policy.
regulator,C1,noun,ตัวควบคุม,A device that controls or limits something.
regulatory,C1,adjective,กฎระเบียบ,Of or pertaining to regulation.
rehabilitation,C1,noun,การฟื้นฟู,The process of rehabilitating somebody or something.
reign,C1,noun/verb,รัชกาล,The exercise of sovereign power.
reinforce,B2,verb,เสริมแรง,"To strengthen, especially by addition or augmentation."
rejection,C1,noun,การปฏิเสธ,The act of rejecting.
relevance,C1,noun,ความเกี่ยวข้อง,The property or state of being relevant or pertinent.
reliability,C1,noun,ความน่าเชื่อถือ,"The quality of being reliable, dependable or trustworthy."
relieve,B2,verb,บรรเทา,"To ease (a person, person's thoughts etc.) from mental distress; to stop (someone) feeling anxious or worried, to alleviate the distress of."
relieved,B2,adjective,โล่งใจ,"To ease (a person, person's thoughts etc.) from mental distress; to stop (someone) feeling anxious or worried, to alleviate the distress of."
reluctant,C1,adjective,ไม่เต็มใจ,Opposing; offering resistance (to).
remainder,C1,noun,ส่วนที่เหลือ,A part or parts remaining after some has/have been removed.
remains,C1,noun,ซาก,(chiefly in the plural) That which is left; relic; remainder.
remarkable,B2,adjective,น่าทึ่ง,Worthy of being remarked or noted; notable
remarkably,B2,adverb,น่าทึ่งมาก,(manner) In a remarkable manner.
remedy,C1,noun,การแก้ไข,Something that corrects or counteracts.
reminder,C1,noun,การแจ้งเตือน,Someone or something that reminds.
removal,C1,noun,การลบ,"The process of moving, or the fact of being removed."
render,C1,verb,เรนเดอร์,Stucco or plaster applied to walls (mostly to outside masonry walls).
renew,C1,verb,ต่ออายุ,To make (something) new again; to restore to freshness or original condition.
renowned,C1,adjective,มีชื่อเสียง,"Famous, celebrated, or well-known."
rental,C1,noun,ให้เช่า,Something that is rented.
replacement,C1,noun,ทดแทน,A person or thing that takes the place of another; a substitute.
reportedly,C1,adverb,มีรายงานว่า,According to reports or rumors; supposedly.
reporting,B2,noun,การรายงาน,"To relate details of (an event or incident); to recount, describe (something)."
representation,C1,noun,การเป็นตัวแทน,That which represents something else.
reproduce,C1,verb,สืบพันธุ์,To produce an image or copy of.
reproduction,C1,noun,การสืบพันธุ์,The act of reproducing new individuals biologically.
republic,C1,noun,สาธารณรัฐ,"A state where sovereignty rests with the people or their representatives, rather than with a monarch or emperor; a country with no monarchy."
resemble,C1,verb,คล้ายคลึงกัน,To be like or similar to (something); to represent as similar.
reside,C1,verb,อาศัยอยู่,To dwell permanently or for a considerable time; to have a settled abode for a time; to remain for a long time.
residence,C1,noun,ที่อยู่อาศัย,The place where one lives; one's home.
residential,C1,adjective,ที่อยู่อาศัย,A trip during which people temporarily live together.
residue,C1,noun,เศษเหลือ,Whatever remains after something else has been removed.
resign,B2,verb,ลาออก,To give up; to relinquish ownership of.
resignation,C1,noun,การลาออก,The act of resigning.
resistance,C1,noun,ความต้านทาน,"The act of resisting, or the capacity to resist."
resolution,B2,noun,ปณิธาน,"A strong will, determination."
respective,C1,adjective,ตามลำดับ,"Relating to particular persons or things, each to each; particular; own."
respectively,C1,adverb,ตามลำดับ,"In a relative manner; often used when comparing lists, where the term denotes that the items in the lists correspond to each other in the order they are given."
restoration,C1,noun,การบูรณะ,The process of bringing an object back to its original state; the process of restoring something.
restore,B2,verb,คืนค่า,The act of recovering data or a system from a backup.
restraint,C1,noun,การยับยั้ง,"Something that restrains, ties, fastens or secures"
restrict,B2,verb,จำกัด,To restrain within boundaries; to limit; to confine
restriction,B2,noun,ข้อจำกัด,"The act of restricting, or the state of being restricted."
resume,C1,verb,ประวัติย่อ,To take back possession of (something).
retail,B2,noun,ขายปลีก,"The sale of goods directly to the consumer, encompassing the storefronts, mail-order, websites, etc., and the corporate mechanisms, branding, advertising, etc. that support them."
retirement,B2,noun,การเกษียณอายุ,An act of retiring; withdrawal.
retreat,C1,noun/verb,การถอย,"The act of pulling back or withdrawing, as from something dangerous, or unpleasant."
retrieve,C1,verb,ดึงข้อมูล,A retrieval
revelation,C1,noun,การเปิดเผย,The act of revealing or disclosing.
revenge,C1,noun,แก้แค้น,"Any form of personal retaliatory action against an individual, institution, or group for some alleged or perceived harm or injustice."
revenue,B2,noun,รายได้,The income returned by an investment.
reverse,C1,verb,ย้อนกลับ,The opposite of something.
revision,B2,noun,การแก้ไข,The process of revising:
revival,C1,noun,การฟื้นฟู,"The act of reviving, or the state of being revived"
revive,C1,verb,ฟื้นคืนชีพ,To return to life; to become reanimated or reinvigorated.
revolutionary,C1,adjective,การปฏิวัติ,A revolutionist; a person who revolts.
rhetoric,C1,noun,วาทศิลป์,"The art of using language, especially public speaking, as a means to persuade."
ridiculous,B2,adjective,น่าขัน,Deserving of ridicule; foolish; absurd.
rifle,C1,noun,ปืนไรเฟิล,"A shouldered firearm with a long, rifled barrel to improve range and accuracy."
riot,C1,noun,การจลาจล,Wanton or unrestrained behavior; uproar; tumult.
rip,C1,verb,ฉีก,"A tear (in paper, etc.)."
risky,B2,adjective,เสี่ยง,"Dangerous, involving risks."
ritual,C1,noun,พิธีกรรม,Rite; a repeated set of actions
rival,B2,noun/adjective,คู่แข่ง,"A competitor (person, team, company, etc.) with the same goal as another, or striving to attain the same thing. Defeating a rival may be a primary or necessary goal of a competitor."
rob,B2,verb,ปล้น,"To steal from, especially using force or violence."
robbery,B2,noun,การปล้น,The act or practice of robbing.
robust,C1,adjective,แข็งแกร่ง,Evincing strength and health; strong.
rock,C1,verb,หิน,"A formation of minerals, specifically:"
rocket,B2,noun,จรวด,A rocket engine.
rod,C1,noun,แท่ง,"A straight, round stick, shaft, bar, cane, or staff."
romance,B2,noun,ความโรแมนติก,"A story relating to chivalry; a story involving knights, heroes, adventures, quests, etc."
rose,B2,noun,ดอกกุหลาบ,"A shrub of the genus Rosa, with red, pink, white or yellow flowers."
rotate,C1,verb,หมุน,"To spin, turn, or revolve."
rotation,C1,noun,การหมุน,The act of turning around a centre or an axis.
roughly,B2,adverb,ประมาณ,"In a rough manner; without kindness, softness, or gentleness."
ruin,B2,verb/noun,ทำลาย,"(sometimes in the plural) The remains of a destroyed or dilapidated construction, such as a house or castle."
ruling,C1,noun,คำตัดสิน,"To regulate, be in charge of, make decisions for, reign over."
rumour,C1,noun,ข่าวลือ,"A statement or claim of questionable accuracy, from no known reliable source, usually spread by word of mouth."
sack,C1,verb,กระสอบ,"A bag; especially a large bag of strong, coarse material for storage and handling of various commodities, such as potatoes, coal, coffee; or, a bag with handles used at a supermarket, a grocery sack; or, a small bag for small items, a satchel."
sacred,C1,adjective,ศักดิ์สิทธิ์,"Characterized by solemn religious ceremony or religious use, especially, in a positive sense; consecrated, made holy."
sacrifice,C1,noun/verb,เสียสละ,The offering of anything to a god; a consecratory rite.
saint,C1,noun,นักบุญ,A person whom a church or another religious group has officially recognised as especially holy or godly; one eminent for piety and virtue.
sake,C1,noun,สาเก,"Cause, interest or account"
sanction,C1,noun,การลงโทษ,"An approval, by an authority, generally one that makes something valid."
satisfaction,B2,noun,ความพึงพอใจ,A fulfilment of a need or desire.
say,C1,noun,พูด,A chance to speak; the right or power to influence or make a decision.
scandal,B2,noun,เรื่องอื้อฉาว,An incident or event that disgraces or damages the reputation of the persons or organization involved.
scare,B2,verb/noun,น่ากลัว,A minor fright.
scattered,C1,adjective,กระจัดกระจาย,To (cause to) separate and go in different directions; to disperse.
scenario,B2,noun,สถานการณ์,An outline of the plot of a dramatic or literary work.
sceptical,C1,adjective,ไม่เชื่อ,"Having, or expressing doubt; questioning."
scholar,B2,noun,นักวิชาการ,"A student; one who studies at school or college, typically having a scholarship."
scholarship,B2,noun,ทุนการศึกษา,A grant-in-aid to a student.
scope,C1,noun,ขอบเขต,"The breadth, depth or reach of a subject; a domain."
scratch,B2,verb/noun,เกา,"A disruption, mark or shallow cut on a surface made by scratching."
screening,B2,noun,การคัดกรอง,To filter by passing through a screen.
screw,C1,verb/noun,สกรู,A device that has a helical function.
scrutiny,C1,noun,การตรวจสอบ,Intense study of someone or something.
seal,C1,verb/noun,ผนึก,"A pinniped (Pinnipedia), particularly an earless seal (true seal) or eared seal."
secular,C1,adjective,ฆราวาส,"A secular ecclesiastic, or one not bound by monastic rules."
seeker,B2,noun,ผู้แสวงหา,One who seeks.
seemingly,C1,adverb,ดูเหมือนว่า,As it appears; apparently.
segment,C1,noun,ส่วน,A length of some object.
seize,C1,verb,ยึด,To deliberately take hold of; to grab or capture.
seldom,C1,adverb,ไม่ค่อย,Rare; infrequent.
selective,C1,adjective,เลือกสรร,Of or relating to the process of selection.
seminar,B2,noun,สัมมนา,"A class held for advanced studies in which students meet regularly to discuss original research, under the guidance of a professor."
senator,C1,noun,วุฒิสมาชิก,"A member, normally elected, in the house or chamber of a legislature called a senate. The legislatures of the United States and Canada have senators."
sensation,C1,noun,ความรู้สึก,A physical feeling or perception from something that comes into contact with the body; something sensed.
sensitivity,C1,noun,ความไว,The quality or state of being sensitive; sensitiveness.
sentiment,C1,noun,ความรู้สึก,"A general thought, feeling, or sense."
separation,C1,noun,การแยกจากกัน,"The act of disuniting two or more things, or the condition of being separated."
serial,C1,adjective,ซีเรียล,"A work, such as a work of fiction, published in installments, often numbered and without a specified end."
set-up,C1,noun,การตั้งค่า,Equipment designed for a particular purpose; an apparatus.
settlement,C1,noun,การตั้งถิ่นฐาน,The act of settling.
settler,B2,noun,ไม้ตาย,"Someone who settles in a new location, especially one who takes up residence in a previously uninhabited place; a colonist."
severely,C1,adverb,อย่างรุนแรง,In a severe manner.
sexuality,C1,noun,เพศวิถี,The quality of being sexual; that which is characterized or distinguished by sex.
sexy,C1,adjective,เซ็กซี่,(of a person) Having sex appeal; suggestive of sex.
shaped,C1,adjective,รูปทรง,To create or make.
shareholder,C1,noun,ผู้ถือหุ้น,One who owns shares of stock in a corporation.
shatter,C1,verb,ป่นปี้,A fragment of anything shattered.
shed,C1,verb,โรงเก็บของ,"To part, separate or divide."
sheer,C1,adjective,โปร่งใส,A sheer curtain or fabric.
shipping,C1,noun,การส่งสินค้า,The transportation of goods.
shocking,C1,adjective,น่าตกใจ,"To cause to be emotionally shocked, to cause (someone) to feel surprised and upset."
shoot,C1,noun,ยิง,The emerging stem and embryonic leaves of a new plant.
shore,C1,noun,ชายฝั่ง,"Land adjoining a non-flowing body of water, such as an ocean, lake or pond."
short-term,C1,adjective,ระยะสั้น,Of or pertaining to the near or immediate future.
shortage,C1,noun,การขาดแคลน,A lack or deficiency; an insufficient amount.
shortly,C1,adverb,ในไม่ช้า,In a short or brief time or manner; quickly.
shrink,C1,verb,หด,Shrinkage; contraction; recoil.
shrug,C1,verb,ยัก,A lifting of the shoulders to signal indifference or a casual lack of knowledge.
sibling,C1,noun,พี่น้อง,A person who shares a parent; one's brother or sister who one shares a parent with.
sigh,C1,verb/noun,ถอนหายใจ,"A deep, prolonged audible inhale and exhale of breath; as when fatigued, frustrated, grieved, or relieved; the act of sighing."
signature,C1,noun,ลายเซ็น,"A person's name, written by that person, used as identification or to signify approval of accompanying material, such as a legal contract."
significance,C1,noun,ความสำคัญ,The extent to which something matters; importance
simulate,C1,verb,จำลอง,"To model, replicate, duplicate the behavior, appearance or properties of."
simulation,C1,noun,การจำลอง,Something that simulates a system or environment in order to predict actual behaviour.
simultaneously,C1,adverb,พร้อมกัน,Occurring at the same time.
sin,C1,noun,บาป,A violation of God's will or religious law.
situated,C1,adjective,ตั้งอยู่,To place on or into a physical location.
sketch,C1,noun,ร่าง,"A rapidly executed freehand drawing that is not intended as a finished work, often consisting of a multitude of overlapping lines."
skilled,C1,adjective,เชี่ยวชาญ,Having or showing skill; skillful.
skip,C1,verb,ข้าม,"A leaping, jumping or skipping movement."
skull,C1,noun,กะโหลก,"The main bones of the head considered as a unit; including the cranium, facial bones, and mandible."
slam,C1,verb,สแลม,A sudden impact or blow.
slap,C1,verb,ตบ,"A blow, especially one given with the open hand, or with something broad and flat."
slash,C1,verb,สแลช,"A slashing action or motion, particularly:"
slavery,C1,noun,การเป็นทาส,"An institution or social practice of owning human beings as property, especially for use as forced laborers."
slogan,C1,noun,คำขวัญ,A catch phrase associated with the product or service being advertised.
slot,C1,noun,ช่อง,"A broad, flat, wooden bar, a slat, especially as used to secure a door, window, etc."
smash,C1,verb,ทุบ,The sound of a violent impact; a violent striking together.
snap,C1,verb,สแนป,A quick breaking or cracking sound or the action of producing such a sound.
so-called,C1,adjective,ที่เรียกว่า,"So named; commonly called by such a name, often with a connotation that the item is not worthy of that name."
soak,C1,verb,แช่,An immersion in water etc.
soar,C1,verb,ทะยาน,The act of soaring.
socialist,C1,adjective,สังคมนิยม,One who practices or advocates socialism.
sole,C1,adjective,พื้นเดียว,A wooden band or yoke put around the neck of an ox or cow in the stall.
solely,C1,adverb,เพียงอย่างเดียว,Alone; exclusively.
solicitor,C1,noun,ทนายความ,One who solicits.
solidarity,C1,noun,ความสามัคคี,"A bond of unity or agreement between individuals, united around a common goal or against a common enemy, such as the unifying principle that defines the labor movement; mutual support within a group."
solo,C1,adjective/noun,โซโล,A piece of music for one performer.
somehow,C1,adverb,อย่างไรก็ตาม,In one way or another; in a way not yet known or explained; by some means
sometime,C1,adverb,บางครั้ง,"Former, erstwhile; at some previous time."
sophisticated,C1,adjective,ช่ำชอง,To make less natural or innocent.
sound,C1,adjective,เสียง,Healthy.
sovereignty,C1,noun,อำนาจอธิปไตย,(of a polity) The state of making laws and controlling resources without the coercion of other nations.
spam,C1,noun,สแปม,(rarely countable) Unsolicited bulk electronic messages.
span,C1,verb/noun,ช่วง,The space from the thumb to the end of the little finger when extended; nine inches; an eighth of a fathom.
spare,C1,adjective,สำรอง,The act of sparing; moderation; restraint.
spark,C1,verb,ประกายไฟ,"A small particle of glowing matter, either molten or on fire."
specialize,C1,verb,เชี่ยวชาญ,"To make distinct or separate, particularly:"
specialized,C1,adjective,เฉพาะทาง,"To make distinct or separate, particularly:"
specification,C1,noun,ข้อกำหนด,"An explicit set of requirements to be satisfied by a material, product, or service."
specify,C1,verb,ระบุ,"To state explicitly, or in detail, or as a condition."
specimen,C1,noun,ตัวอย่าง,An individual instance that represents a class; an example.
spectacle,C1,noun,ปรากฏการณ์,"An exciting or extraordinary scene, exhibition, performance etc."
spectacular,C1,adjective,งดงาม,A spectacular display.
spectator,C1,noun,ผู้ชม,"One who watches an event; especially, one held outdoors."
spectrum,C1,noun,สเปกตรัม,"A range; a continuous, infinite, one-dimensional set, possibly bounded by extremes."
speculate,C1,verb,คาดเดา,"To think, meditate or reflect on a subject; to consider, to deliberate or cogitate."
speculation,C1,noun,การคาดเดา,The process of thinking or meditating on a subject.
spell,C1,noun,สะกด,Words or a formula supposed to have magical powers.
sphere,C1,noun,ทรงกลม,A regular three-dimensional object in which every cross-section is a circle; the figure described by the revolution of a circle about its diameter .
spice,C1,noun,เครื่องเทศ,Aromatic or pungent plant matter (usually dried) used to season or flavour food.
spill,B2,verb,หก,A mess of something that has been dropped.
spin,C1,verb/noun,หมุน,Rapid circular motion.
spine,C1,noun,กระดูกสันหลัง,"The series of bones situated at the back from the head to the pelvis of a person, or from the head to the tail of an animal; backbone, vertebral column."
spite,B2,noun,ความแค้น,"Ill will or hatred toward another, accompanied with the desire to irritate, annoy, or thwart; a want to disturb or put out another; mild malice"
spoil,B2,verb,เสีย,(Also in plural: spoils) Plunder taken from an enemy or victim.
spokesman,B2,noun,โฆษก,One who speaks as the voice of a group of people.
spokesperson,B2,noun,โฆษก,A person who acts as the voice of a group of people.
spokeswoman,B2,noun,โฆษกหญิง,A woman who speaks as the voice of a group of people.
sponsorship,B2,noun,การสนับสนุน,The state or practice of being a sponsor.
sporting,B2,adjective,กีฬา,"To amuse oneself, to play."
spotlight,C1,noun,สปอตไลท์,"A bright, directional light or lamp, especially one used to illuminate the focus or center of attention on a stage."
spouse,C1,noun,คู่สมรส,A person in a marriage or marital relationship.
spy,C1,noun/verb,สอดแนม,A person who secretly watches and examines the actions of other individuals or organizations and gathers information on them (usually to gain an advantage).
squad,C1,noun,ทีม,"A group of people organized for some common purpose, usually of about ten members."
squeeze,C1,verb,บีบ,A close or tight fit.
stab,C1,verb,แทง,An act of stabbing or thrusting with an object.
stability,C1,noun,ความเสถียร,"The condition of being stable or in equilibrium, and thus resistant to change."
stabilize,C1,verb,ทำให้เสถียร,To make stable.
stake,C1,noun,เดิมพัน,"A piece of wood or other material, usually long and slender, pointed at one end so as to be easily driven into the ground as a marker or a support or stay."
stall,B2,noun,แผงลอย,A compartment for a single animal in a stable or cattle shed.
stance,B2,noun,ท่ายืน,"The manner, pose, or posture in which one stands."
standing,C1,adjective,ยืน,(heading) To position or be positioned physically.
stark,C1,adjective,สตาร์ค,"Hard, firm; obdurate."
starve,B2,verb,อดอยาก,"To die; in later use especially to die slowly, waste away."
statistical,C1,adjective,สถิติ,Of or pertaining to statistics.
steadily,B2,adverb,อย่างต่อเนื่อง,In a steady manner.
steam,B2,noun,ไอน้ำ,The vapor formed when water changes from liquid phase to gas phase.
steer,C1,verb,คัดท้าย,A suggestion about a course of action.
stem,C1,noun/verb,ลำต้น,The stock of a family; a race or generation of progenitors.
stereotype,C1,noun,ภาพลักษณ์เหมารวม,"A conventional, formulaic, and often oversimplified or exaggerated conception, opinion, or image of (a person)."
stimulate,B2,verb,กระตุ้น,To encourage into action.
stimulus,C1,noun,สิ่งเร้า,"Any external phenomenon that has an influence on a system, by triggering or modifying an internal phenomenon."
stir,C1,verb,คน,The act or result of stirring (moving around the particles of a liquid etc.)
storage,C1,noun,พื้นที่จัดเก็บ,The act of storing goods; the state of being stored.
straightforward,C1,adjective,ตรงไปตรงมา,Proceeding in a straight course or manner; not deviating.
strain,C1,noun,ความเครียด,Treasure.
strand,C1,noun,เส้นใย,The shore or beach of the sea or ocean; shore; beach.
strategic,C1,adjective,เชิงกลยุทธ์,Of or pertaining to strategy
strengthen,B2,verb,เสริมสร้าง,To make strong or stronger; to add strength to; to increase the strength of; to fortify.
strictly,B2,adverb,อย่างเคร่งครัด,In a strict manner.
striking,C1,adjective,โดดเด่น,(sometimes with out or through) To delete or cross out; to scratch or eliminate.
strip (long narrow piece),C1,noun,แถบ (ชิ้นยาวแคบ),"a long narrow piece of paper, cloth, or another material"
strip (remove clothes/a layer),C1,verb,ถอด (เอาเสื้อผ้าออก/เอาชั้นเสื้อผ้าออก),to remove a layer or covering from something; to take all the clothes off somebody
strive,C1,verb,พยายาม,Striving; earnest endeavor; hard work.
stroke,B2,noun,จังหวะ,An act of stroking (moving one's hand over a surface).
structural,C1,adjective,โครงสร้าง,"Structural steel, used in construction."
stumble,C1,verb,สะดุด,"A fall, trip or substantial misstep."
stun,C1,verb,ทำให้ตกตะลึง,The condition of being stunned.
stunning,B2,adjective,น่าทึ่ง,To incapacitate; especially by inducing disorientation or unconsciousness.
submission,C1,noun,การส่ง,The act of submitting or yielding; surrender.
subscriber,C1,noun,สมาชิก,A person who subscribes to a publication or a service
subscription,C1,noun,การสมัครสมาชิก,"Access to a resource for a period of time, generally for payment."
subsequent,B2,adjective,ภายหลัง,"Following in time; coming or being after something else at any time, indefinitely."
subsequently,B2,adverb,ต่อมา,"Following, afterwards in either time or place."
subsidy,C1,noun,เงินอุดหนุน,"Financial support or assistance, such as a grant."
substantial,C1,adjective,สำคัญ,Anything having substance; an essential part.
substantially,C1,adverb,อย่างมาก,In a strong substantial manner; considerably.
substitute,C1,noun/verb,ทดแทน,A replacement or stand-in for something that achieves a similar result or purpose.
substitution,C1,noun,การทดแทน,The act of substituting or the state of being substituted.
subtle,C1,adjective,ละเอียดอ่อน,Hard to grasp; not obvious or easily understood; barely noticeable.
suburb,B2,noun,ชานเมือง,"A residential area located on the outskirts of a city or large town that usually includes businesses that cater to its residents; such as schools, grocery stores, shopping centers, restaurants, convenience stores, etc."
suburban,C1,adjective,ชานเมือง,A person who lives in a suburb.
succession,C1,noun,การสืบทอด,An act of following in sequence.
successive,C1,adjective,ต่อเนื่องกัน,Coming one after the other in a series.
successor,C1,noun,ผู้สืบทอด,A person or thing that immediately follows another in holding an office or title.
suck,C1,verb,ดูด,An instance of drawing something into one's mouth by inhaling.
sue,C1,verb,ฟ้อง,"To file a legal action against someone, generally a non-criminal action."
suffering,B2,noun,ความทุกข์,To undergo hardship.
sufficient,B2,adjective,เพียงพอ,Equal to the end proposed; adequate to what is needed; enough
sufficiently,B2,adverb,เพียงพอ,(manner) In a sufficient manner; enough.
suicide,C1,noun,การฆ่าตัวตาย,the act of killing yourself intentionally
suite,C1,noun,ห้องสวีท,"A retinue or company of attendants, as of a distinguished personage"
summit,C1,noun,การประชุมสุดยอด,"A peak; the topmost point or surface, as of a mountain."
super,B2,adjective,สุดยอด,"Of excellent quality, superfine."
superb,C1,adjective,ยอดเยี่ยม,First-rate; of the highest quality; exceptionally good.
superior,C1,adjective,เหนือกว่า,A person of higher rank or quality.
supervise,C1,verb,กำกับดูแล,To oversee or direct a task or organization.
supervision,C1,noun,การกำกับดูแล,The act or instance of supervising.
supervisor,C1,noun,หัวหน้างาน,"A person with the official task of overseeing the work of a person or group, or of other operations and activities."
supplement,C1,noun/verb,เสริม,"Something added, especially to make up for a deficiency."
supportive,C1,adjective,สนับสนุน,Providing support.
supposedly,C1,adverb,ตามที่กล่าวอ้าง,As a matter of supposition; in the beliefs or according to the claims of some people.
suppress,C1,verb,ปราบปราม,"To put an end to, especially with force, to crush, do away with; to prohibit, subdue."
supreme,C1,adjective,สูงสุด,The highest point.
surge,C1,noun/verb,พุ่งสูงขึ้น,"A sudden transient rush, flood or increase."
surgeon,B2,noun,ศัลยแพทย์,One who performs surgery; a doctor who performs operations on people or animals.
surgical,C1,adjective,ศัลยกรรม,"Of, relating to, used in, or resulting from surgery."
surplus,C1,noun,ส่วนเกิน,"That which remains when use or need is satisfied, or when a limit is reached; excess; overplus."
surrender,C1,verb,ยอมแพ้,"An act of surrendering, submission into the possession of another; abandonment, resignation."
surveillance,C1,noun,การเฝ้าระวัง,Close observation of an individual or group; person or persons under suspicion.
survival,B2,noun,การอยู่รอด,The fact or act of surviving; continued existence or life.
survivor,B2,noun,ผู้รอดชีวิต,"One who survives, especially one who survives a traumatic experience."
suspend,B2,verb,ระงับ,To halt something temporarily.
suspension,C1,noun,ระบบกันสะเทือน,"The act of suspending, or the state of being suspended."
suspicion,C1,noun,ความสงสัย,"The act of suspecting something or someone, especially of something wrong."
suspicious,C1,adjective,สงสัย,Arousing suspicion.
sustain,C1,verb,รักษาไว้,"A mechanism which can be used to hold a note, as the right pedal on a piano."
sustainable,B2,adjective,ที่ยั่งยืน,Able to be sustained.
swallow,B2,verb,กลืน,A deep chasm or abyss in the earth.
swing,C1,verb/noun,แกว่ง,The manner in which something is swung.
sword,C1,noun,ดาบ,"A long-bladed weapon with a hilt, and usually a pommel and cross-guard, which is designed to stab, slash, and/or hack."
symbolic,C1,adjective,สัญลักษณ์,Pertaining to a symbol.
sympathetic,B2,adjective,ความเห็นอกเห็นใจ,"Of, related to, showing, or characterized by sympathy"
syndrome,C1,noun,กลุ่มอาการ,"A recognizable pattern of signs, symptoms and/or behaviours, especially of a disease or medical or psychological condition."
synthesis,C1,noun,สังเคราะห์,The formation of something complex or coherent by combining simpler things.
systematic,C1,adjective,เป็นระบบ,"Carried out using a planned, ordered procedure."
tackle,B2,verb,เข้าปะทะ,"A device for grasping an object and an attached means of moving it, as a rope and hook."
tackle,C1,noun,เข้าปะทะ,"A device for grasping an object and an attached means of moving it, as a rope and hook."
tactic,C1,noun,กลยุทธ์,"A maneuver, or action calculated to achieve some end."
tactical,C1,adjective,ยุทธวิธี,A combinator of proof tactics.
tag,B2,noun/verb,แท็ก,A small label.
tap,B2,verb/noun,แตะ,A tapering cylindrical pin or peg used to stop the vent in a cask.
taxpayer,C1,noun,ผู้เสียภาษี,"A person who is subject to, liable for, or pays tax as opposed to a nontaxpayer who is neither the subject nor the object of revenue laws."
technological,B2,adjective,เทคโนโลยี,"Of, relating to, or involving technology, especially modern scientific technology."
teens,B2,noun,วัยรุ่น,A teenager.
temple,B2,noun,วัด,"A house of worship, especially:"
